"","species","firstyear","lastyear","sci_name","sort","Breeding.Biome","Winter.Biome","Family","bird.group","Migrate","AI","native","popest","popestlci","popestuci","year_est1","year_est2","Pop.source","Tr_source","popse","spfactor","spfact","g1","g2","famfact","famfactn","birdgroupfact","birdgroupfactn","migratefact","migratefactn","aifact","aifactn","nativefact","nativefactn","Loss_mean","Loss_sd","Loss_lci95","Loss_med","Loss_uci95","Loss_lci","Loss_lqrt","Loss_uqrt","Loss_uci","Psi_mean","Psi_sd","Psi_lci95","Psi_med","Psi_uci95","Psi_lci","Psi_lqrt","Psi_uqrt","Psi_uci","NEst_mean","NEst_sd","NEst_lci95","NEst_med","NEst_uci95","NEst_lci","NEst_lqrt","NEst_uqrt","NEst_uci"
"108","Cackling Goose",1975,2016,"Branta hutchinsii",22,"Arctic Tundra","Temperate North America","Anatidae","waterfowl","M","other","native",4510202,4059182,4961222,2013,2015,"CAFF18","CAFF",230112.244897959,"Cackling Goose",108,8,1,"Anatidae",6,"waterfowl",5,"M",2,"other",2,"native",2,-4144227.96773464,1074309.18205751,-6625759.13445491,-4021728.72113205,-2405823.97520055,-6625759.13445491,-4791805.63878591,-3374973.21911047,-2405823.97520055,422919.154145719,52703.2498903778,328260.903999777,420057.730682855,534529.728363064,328260.903999777,387133.003383703,456508.299682932,534529.728363064,4509099.77820123,229582.519800308,4054102.78266067,4510496.02165053,4954650.79609052,4054102.78266067,4353634.20818939,4664385.34093345,4954650.79609052
"109","Cactus Wren",1970,2017,"Campylorhynchus brunneicapillus",1482,"Aridlands","Southwestern Aridlands","Troglodytidae","landbird","R","other","native",3034276,2268727,4012714,2006,2015,"PIF0615","BBS7017",444894.642857143,"Cactus Wren",109,7,2,"Troglodytidae",63,"landbird",1,"R",3,"other",2,"native",2,4390732.60767145,724796.107901726,3023598.54787286,4369203.50212727,5852415.41311539,3023598.54787286,3881337.51075195,4873307.55972484,5852415.41311539,7055062.80625785,1044902.85842819,5022202.45613173,7051037.72033668,9133578.41800495,5022202.45613173,6353808.2433224,7746465.16193115,9133578.41800495,3038580.88310586,443185.859402034,2176011.8746776,3042897.34492671,3921412.25187086,2176011.8746776,2740311.33732528,3331252.55128982,3921412.25187086
"110","California Gull",1970,2017,"Larus californicus",585,"Wetland","Temperate North America","Laridae","waterbird","M","other","native",1065791,658357,1567466,2006,2015,"PIF0615","BBS7017",231915.56122449,"California Gull",110,8,11,"Laridae",32,"waterbird",4,"M",2,"other",2,"native",2,805631.002379818,331409.032361369,174376.447362259,797402.908681046,1472044.02545663,174376.447362259,584990.722380097,1019994.51368744,1472044.02545663,1950115.9804565,440096.134313167,1118046.98627478,1944647.08559117,2834243.33689656,1118046.98627478,1650142.20041419,2243323.25299123,2834243.33689656,1064465.52855071,231015.055190701,613647.16744189,1067299.26255926,1514912.17688285,613647.16744189,905599.060145193,1219983.55264875,1514912.17688285
"111","California Quail",1970,2017,"Callipepla californica",104,"Aridlands","Temperate North America","Odontophoridae","landbird","R","other","native",3358401,2374290,4473991,2006,2015,"PIF0615","BBS7017",535638.010204082,"California Quail",111,8,2,"Odontophoridae",35,"landbird",1,"R",3,"other",2,"native",2,-1289319.29555753,374616.057252464,-2115393.00317511,-1258465.47628339,-643276.734013079,-2115393.00317511,-1523879.47310121,-1022955.67135753,-643276.734013079,2178794.2593298,348570.569574745,1501732.359195,2177061.60139198,2873266.84370552,1501732.359195,1944688.2076254,2411344.58376258,2873266.84370552,3364580.75948111,533181.454214097,2325315.3508312,3362488.33828529,4422944.8638206,2325315.3508312,3005064.81741725,3723376.26275075,4422944.8638206
"112","California Scrub-Jay",1970,2017,"Aphelocoma californica",1385,"Western Forest","Temperate North America","Corvidae","landbird","R","other","native",1346997,859873,2030181,2006,2015,"PIF0615","BBS7017",298547.959183673,"California Scrub-Jay",112,8,10,"Corvidae",21,"landbird",1,"R",3,"other",2,"native",2,136810.467160237,83892.2838005549,-20503.2310319749,132273.515949194,309539.559638757,-20503.2310319749,80993.7343136013,189341.063898189,309539.559638757,1443002.46531468,321238.858765985,810697.141196521,1440242.97114255,2074640.44257644,810697.141196521,1229228.7661104,1659664.52357737,2074640.44257644,1343076.85940663,298175.688823018,756151.498981956,1339623.49481832,1927951.58372215,756151.498981956,1143885.70660413,1544149.54680646,1927951.58372215
"113","California Thrasher",1970,2017,"Toxostoma redivivum",1627,"Aridlands","Temperate North America","Mimidae","landbird","R","other","native",155226,77498,274331,2006,2015,"PIF0615","BBS7017",50212.5,"California Thrasher",113,8,2,"Mimidae",33,"landbird",1,"R",3,"other",2,"native",2,126400.781957508,44190.790296679,42897.4717327815,124774.267875892,217939.59968033,42897.4717327815,96221.260788474,154772.836822247,217939.59968033,272759.109788029,88251.1786254989,98314.1247005994,273639.330224684,445897.927633311,98314.1247005994,213486.285923341,330356.702992329,445897.927633311,155748.356920501,50102.0501482174,56407.1235336414,156515.964442428,254314.779952115,56407.1235336414,122543.144251267,188651.116595502,254314.779952115
"114","California Towhee",1970,2017,"Melozone crissalis",1816,"Aridlands","Temperate North America","Passerellidae","landbird","R","other","native",5247688,3750592,7222092,2006,2015,"PIF0615","BBS7017",885586.734693878,"California Towhee",114,8,2,"Passerellidae",39,"landbird",1,"R",3,"other",2,"native",2,1004823.53184603,482104.358079828,72595.8341428511,992985.00288899,1971650.9412966,72595.8341428511,685428.719823004,1314022.62937549,1971650.9412966,6148480.47438109,1049734.78773636,4107335.63113352,6145810.5738324,8226843.89943752,4107335.63113352,5436973.08533177,6852548.66753987,8226843.89943752,5253223.66609599,887353.987475323,3514949.00041607,5252740.75394907,6999171.95143645,3514949.00041607,4652050.01143279,5846504.64985307,6999171.95143645
"115","Calliope Hummingbird",1970,2017,"Selasphorus calliope",346,"Western Forest","Mexico-Central America","Trochilidae","landbird","M","other","native",4463289,2652793,7024258,2006,2015,"PIF0615","BBS7017",1115169.64285714,"Calliope Hummingbird",115,5,10,"Trochilidae",62,"landbird",1,"M",2,"other",2,"native",2,841695.008146122,507872.870128991,-82326.4172122353,808398.722946011,1921000.45054395,-82326.4172122353,507071.340054521,1150926.13146938,1921000.45054395,5359370.92008316,1353623.36713273,2732951.70936804,5362746.56016741,8010898.51044839,2732951.70936804,4441912.81617514,6270488.50839788,8010898.51044839,4464377.90078267,1121413.38574029,2281529.02453281,4462991.88124017,6662382.11247814,2281529.02453281,3707993.81201595,5221703.85702256,6662382.11247814
"116","Canada Goose",1970,2017,"Branta canadensis",23,"Wetland","Temperate North America","Anatidae","waterfowl","M","other","native",6919635,6227672,7611599,2014,2016,"CAFF18","CBC7017",353042.602040816,"Canada Goose",116,8,11,"Anatidae",6,"waterfowl",5,"M",2,"other",2,"native",2,-8065202.06740047,4618184.92815953,-19595240.3289576,-7017849.65705874,-2289381.80951706,-19595240.3289576,-10116316.0945471,-4865480.31279136,-2289381.80951706,1094580.16517815,280443.366451703,653104.313226461,1061793.46246644,1715918.74172244,653104.313226461,894929.815250125,1259318.00201455,1715918.74172244,6918456.27172055,351418.399650839,6230078.41545818,6920108.74792425,7612413.36032813,6230078.41545818,6679200.45313292,7153533.05750938,7612413.36032813
"117","Canada Jay",1970,2017,"Perisoreus canadensis",1364,"Boreal Forest","Temperate North America","Corvidae","landbird","R","other","native",26652111,23501504,30178807,2006,2015,"PIF0615","BBS7017",1703393.62244898,"Canada Jay",117,8,3,"Corvidae",21,"landbird",1,"R",3,"other",2,"native",2,3623672.67822693,2217898.10791784,-1053394.14318448,3705762.65031122,7784519.21078449,-1053394.14318448,2195510.29251754,5122279.78267095,7784519.21078449,30311027.5920715,2074566.68442192,26283739.2278935,30304474.8112855,34368000.2758323,26283739.2278935,28905750.1239516,31722453.7774881,34368000.2758323,26635945.0747938,1714011.82193839,23277204.3640651,26633616.0295866,30013575.7982943,23277204.3640651,25482111.9022174,27785830.6627055,30013575.7982943
"118","Canada Warbler",1970,2017,"Cardellina canadensis",2022,"Boreal Forest","South America","Parulidae","landbird","M","other","native",2597361,2028500,3242734,2006,2015,"PIF0615","BBS7017",309753.571428571,"Canada Warbler",118,6,3,"Parulidae",38,"landbird",1,"M",2,"other",2,"native",2,4187577.18826786,555416.97149669,3124179.26095039,4188649.71048348,5296773.68871111,3124179.26095039,3804580.32062725,4553464.1345748,5296773.68871111,6551434.64980148,789345.025302703,5013746.67406978,6556044.47205113,8109755.57545981,5013746.67406978,6022158.67488446,7074945.37923563,8109755.57545981,2597304.67543829,309231.898843449,1995048.57025095,2596505.92685405,3199183.63255029,1995048.57025095,2386671.03653162,2807839.18186903,3199183.63255029
"119","Canvasback",1970,2017,"Aythya valisineria",54,"Wetland","Temperate North America","Anatidae","waterfowl","M","other","native",739700,621300,858100,2013,2017,"FWS1317","FWS7017",60408.1632653061,"Canvasback",119,8,11,"Anatidae",6,"waterfowl",5,"M",2,"other",2,"native",2,-218644.250276103,83440.9061938134,-395531.732772575,-214939.479087176,-69654.291733597,-395531.732772575,-270845.561535997,-160693.31637045,-69654.291733597,543729.742982891,51043.3353769699,447420.941426965,543042.296556622,647409.61372796,447420.941426965,508372.787449584,577632.310828143,647409.61372796,739735.666932547,59947.6213624764,621552.179904175,739978.899227488,856656.993264565,621552.179904175,699444.191649902,780620.691275153,856656.993264565
"120","Canyon Towhee",1970,2017,"Melozone fusca",1814,"Aridlands","Southwestern Aridlands","Passerellidae","landbird","R","other","native",2792820,2085096,3605781,2006,2015,"PIF0615","BBS7017",387929.846938776,"Canyon Towhee",120,7,2,"Passerellidae",39,"landbird",1,"R",3,"other",2,"native",2,2851370.85716449,577327.707938098,1780191.26834569,2829919.11382235,4058994.74282296,1780191.26834569,2448731.52013312,3226624.71605612,4058994.74282296,5463073.70335894,796381.050895913,3944575.73592644,5458933.38368892,7058625.39270847,3944575.73592644,4923551.07845427,5999646.29824716,7058625.39270847,2796063.65977206,390756.305375782,2026832.36039257,2799312.27108443,3555960.84273179,2026832.36039257,2527866.277952,3058457.27969341,3555960.84273179
"121","Canyon Wren",1970,2017,"Catherpes mexicanus",1457,"Aridlands","Southwestern Aridlands","Troglodytidae","landbird","R","other","native",423956,325189,554507,2006,2015,"PIF0615","BBS7017",58499.4897959184,"Canyon Wren",121,7,2,"Troglodytidae",63,"landbird",1,"R",3,"other",2,"native",2,-4438.88748311742,35266.0831489803,-76827.1672091082,-2933.38324064168,63210.7141514233,-76827.1672091082,-27051.1726492069,18933.6444564259,63210.7141514233,428182.509746749,59777.8825964434,311713.793527037,428010.024108517,547040.070015832,311713.793527037,388273.187906163,468140.707954879,547040.070015832,424036.210321119,58449.5584916845,308776.271523046,424186.749655588,539310.601058511,308776.271523046,384718.226216143,462846.006735549,539310.601058511
"122","Cape May Warbler",1970,2017,"Setophaga tigrina",1985,"Boreal Forest","Caribbean","Parulidae","landbird","M","other","native",7043668,4900702,9894881,2006,2015,"PIF0615","BBS7017",1274025.25510204,"Cape May Warbler",122,1,3,"Parulidae",38,"landbird",1,"M",2,"other",2,"native",2,3091883.2673611,1650510.61948871,-173939.501736264,3083248.19366046,6438271.7688314,-173939.501736264,2029482.94430099,4170800.73809241,6438271.7688314,11230973.0661375,2110053.38006572,7184758.59032777,11192160.2439572,15389374.8703198,7184758.59032777,9812264.09238385,12647867.6678404,15389374.8703198,7051171.38800289,1278423.14316732,4565325.00381948,7045050.90350978,9526789.15536468,4565325.00381948,6192181.76352956,7923317.20417857,9526789.15536468
"123","Carolina Chickadee",1970,2017,"Poecile carolinensis",1435,"Eastern Forest","Temperate North America","Paridae","landbird","R","other","native",13179980,12174905,14399165,2006,2015,"PIF0615","BBS7017",567413.265306122,"Carolina Chickadee",123,8,5,"Paridae",37,"landbird",1,"R",3,"other",2,"native",2,3080010.01915513,459582.174957749,2180647.71910916,3085334.74746917,3974937.12823314,2180647.71910916,2771119.3054439,3388112.35017197,3974937.12823314,15589968.8176965,679168.253633287,14261113.2501674,15595700.2048799,16906877.3939846,14261113.2501674,15128679.0272797,16049567.4512791,16906877.3939846,13175483.5872906,563068.147818601,12069228.2651126,13175847.8857284,14270474.653379,12069228.2651126,12792897.9252839,13559730.2052738,14270474.653379
"124","Carolina Wren",1970,2017,"Thryothorus ludovicianus",1471,"Eastern Forest","Temperate North America","Troglodytidae","landbird","R","other","native",17733395,15969003,19620346,2006,2015,"PIF0615","BBS7017",931465.051020408,"Carolina Wren",124,8,5,"Troglodytidae",63,"landbird",1,"R",3,"other",2,"native",2,-6197811.23362158,1567799.38207173,-9482026.64693634,-6116380.58156069,-3323741.39614575,-9482026.64693634,-7186371.09266257,-5108908.87943084,-3323741.39614575,12077275.6923663,683395.466692285,10759937.9946463,12071952.7410398,13439601.6651559,10759937.9946463,11610795.3490842,12533675.8461721,13439601.6651559,17732174.4987071,925921.071494249,15919882.3439655,17729490.7468254,19535449.8494649,15919882.3439655,17108004.5039302,18365195.2840907,19535449.8494649
"125","Caspian Tern",1970,2017,"Hydroprogne caspia",608,"Wetland","Coastal","Laridae","waterbird","M","other","native",78325,41255,130130,2006,2015,"PIF0615","BBS7017",22672.193877551,"Caspian Tern",125,2,11,"Laridae",32,"waterbird",4,"M",2,"other",2,"native",2,-28680.4251937896,16814.047153166,-68036.7684849496,-26154.4317362308,-3655.89209836109,-68036.7684849496,-37972.9368442081,-16707.2337709394,-3655.89209836109,57969.1696587308,16788.9136278387,24989.4857190659,57901.8153024824,90606.3772938371,24989.4857190659,46508.50245435,69186.3877671511,90606.3772938371,78600.3896271886,22468.3368111196,34304.1733864079,78655.0251837913,122927.860822056,34304.1733864079,63381.0793032809,93673.9898967431,122927.860822056
"126","Cassin's Auklet",1970,2017,"Ptychoramphus aleuticus",556,"Coasts","Marine","Alcidae","waterbird","M","other","native",3200000,2400000,4000000,2007,2009,"BNA2011","CBC7017",408163.265306122,"Cassin's Auklet",126,4,4,"Alcidae",5,"waterbird",4,"M",2,"other",2,"native",2,567550.584057228,1822447.10284785,-3856274.96059911,822791.425340425,3479211.6878898,-3856274.96059911,-285341.761899711,1747503.43869464,3479211.6878898,4383669.14012311,1108913.07476567,2566273.37060051,4255840.40816744,6900016.40586732,2566273.37060051,3597132.2530267,5029373.92606742,6900016.40586732,3197602.06522201,406621.000810968,2380463.97504705,3202430.25770848,3985130.24152855,2380463.97504705,2928344.77664859,3469419.62770473,3985130.24152855
"127","Cassin's Finch",1970,2017,"Haemorhous cassinii",1751,"Western Forest","Temperate North America","Fringillidae","landbird","M","other","native",3191950,2521299,4034402,2006,2015,"PIF0615","BBS7017",385995.663265306,"Cassin's Finch",127,8,10,"Fringillidae",24,"landbird",1,"M",2,"other",2,"native",2,4242064.59050327,609020.235670692,3092389.53569143,4220484.60587506,5487113.6478867,3092389.53569143,3827109.00290429,4643332.52794374,5487113.6478867,7242849.31204342,893512.380772436,5515728.10733956,7233610.71046226,9014320.62188343,5515728.10733956,6645496.33522142,7837005.44767473,9014320.62188343,3191625.38858609,386351.433356916,2433023.84610089,3190221.25917898,3944983.8773574,2433023.84610089,2931262.68333245,3451542.272766,3944983.8773574
"128","Cassin's Kingbird",1970,2017,"Tyrannus vociferans",1275,"Western Forest","Mexico-Central America","Tyrannidae","landbird","M","AI","native",2480328,1833328,3291825,2006,2015,"PIF0615","BBS7017",372065.56122449,"Cassin's Kingbird",128,5,10,"Tyrannidae",65,"landbird",1,"M",2,"AI",1,"native",2,-262874.928604972,296227.734441369,-903955.292861737,-240702.127832724,258177.947688672,-903955.292861737,-444434.187821576,-61909.0546701711,258177.947688672,2331455.86733381,358232.662945012,1629900.65469075,2333953.57250495,3030586.47382043,1629900.65469075,2087084.90923878,2576736.83949882,3030586.47382043,2479387.61223875,373849.652915008,1734862.09846586,2482980.50747842,3206135.71007442,1734862.09846586,2228256.70968459,2735036.60138217,3206135.71007442
"129","Cassin's Sparrow",1970,2017,"Peucaea cassinii",1824,"Grassland","Southwestern Aridlands","Passerellidae","landbird","M","other","native",9598748,7485112,12176616,2006,2015,"PIF0615","BBS7017",1196812.24489796,"Cassin's Sparrow",129,7,7,"Passerellidae",39,"landbird",1,"M",2,"other",2,"native",2,4066536.72491453,1280137.13308349,1524611.83152515,4042156.12778976,6612851.75522257,1524611.83152515,3220976.39410227,4927248.0480935,6612851.75522257,13531716.1477042,1747170.36808579,10112766.3487822,13529702.6847714,16986916.4655149,10112766.3487822,12325559.9659833,14701368.1237663,16986916.4655149,9613655.82200466,1201483.19142101,7245617.76733201,9630267.65258484,11932877.1271725,7245617.76733201,8792230.61734098,10436673.3545701,11932877.1271725
"130","Cassin's Vireo",1970,2017,"Vireo cassinii",1354,"Western Forest","Mexico-Central America","Vireonidae","landbird","M","other","native",4560260,3775193,5412799,2006,2015,"PIF0615","BBS7017",417756.632653061,"Cassin's Vireo",130,5,10,"Vireonidae",67,"landbird",1,"M",2,"other",2,"native",2,-1693833.49170998,420511.390939845,-2602932.43406541,-1664327.52031778,-946952.76469181,-2602932.43406541,-1954009.14432734,-1397343.35095659,-946952.76469181,2990470.65445829,282623.328845342,2430820.06116284,2991184.23474691,3538857.07616078,2430820.06116284,2797603.88416456,3182516.26144682,3538857.07616078,4560560.78652888,418110.564981967,3749154.57702353,4562902.02920671,5380171.65490515,3749154.57702353,4278429.74285988,4839488.48639869,5380171.65490515
